ds,y
2020-01-01,2107.796630859375
2020-01-02,2127.23486328125
2020-01-03,2108.08447265625
2020-01-06,2065.896728515625
2020-01-07,2045.211181640625
2020-01-08,2048.186767578125
2020-01-09,2050.346435546875
2020-01-10,2055.242431640625
2020-01-13,2044.5390625
2020-01-14,2045.114990234375
2020-01-15,2071.416259765625
2020-01-16,2177.197265625
2020-01-17,2138.9453125
2020-01-20,2092.63037109375
2020-01-21,2094.59814453125
2020-01-22,2092.67822265625
2020-01-23,2115.427978515625
2020-01-24,2118.11572265625
2020-01-27,2114.179931640625
2020-01-28,2086.43896484375
2020-01-29,2058.265869140625
2020-01-30,2005.9993896484373
2020-01-31,1987.376953125
2020-02-03,2075.783935546875
2020-02-04,2071.51220703125
2020-02-05,2106.16455078125
2020-02-06,2093.446044921875
2020-02-07,1969.8590087890625
2020-02-10,1967.02734375
2020-02-11,1929.7830810546875
2020-02-12,1940.8699951171875
2020-02-13,1953.30078125
2020-02-14,1909.3372802734373
2020-02-17,1878.0926513671875
2020-02-18,1873.6768798828125
2020-02-19,1880.732177734375
2020-02-20,1894.1710205078125
2020-02-24,1896.0906982421875
2020-02-25,1872.14111328125
2020-02-26,1809.7955322265625
2020-02-27,1813.63525390625
2020-02-28,1794.8212890625
2020-03-02,1834.2730712890625
2020-03-03,1801.0125732421875
2020-03-04,1758.392822265625
2020-03-05,1765.3521728515625
2020-03-06,1722.0609130859375
2020-03-09,1716.7332763671875
2020-03-11,1721.1488037109375
2020-03-12,1664.226806640625
2020-03-13,1689.8560791015625
2020-03-16,1693.3597412109375
2020-03-17,1634.4217529296875
2020-03-18,1582.779296875
2020-03-19,1493.652587890625
2020-03-20,1490.2928466796875
2020-03-23,1194.2117919921875
2020-03-24,1259.0048828125
2020-03-25,1297.68896484375
2020-03-26,1430.587158203125
2020-03-27,1420.2681884765625
2020-03-30,1344.820068359375
2020-03-31,1410.669189453125
2020-04-01,1412.39697265625
2020-04-03,1344.676025390625
2020-04-07,1376.3046875
2020-04-08,1357.15478515625
2020-04-09,1376.2567138671875
2020-04-13,1331.429443359375
2020-04-15,1341.5084228515625
2020-04-16,1360.850341796875
2020-04-17,1408.6053466796875
2020-04-20,1416.1407470703125
2020-04-21,1390.8953857421875
2020-04-22,1407.7894287109375
2020-04-23,1416.6685791015625
2020-04-24,1378.2724609375
2020-04-27,1393.1031494140625
2020-04-28,1384.0799560546875
2020-04-29,1399.0543212890625
2020-04-30,1424.1558837890625
2020-05-04,1385.2318115234375
2020-05-05,1372.8011474609375
2020-05-06,1333.1573486328125
2020-05-07,1290.48974609375
2020-05-08,1390.4632568359375
2020-05-11,1385.3277587890625
2020-05-12,1383.93603515625
2020-05-13,1389.21533203125
2020-05-14,1388.015625
2020-05-15,1392.09521484375
2020-05-18,1386.479736328125
2020-05-19,1348.65966796875
2020-05-20,1340.7403564453125
2020-05-21,1333.7811279296875
2020-05-22,1340.4525146484375
2020-05-26,1373.9530029296875
2020-05-27,1364.449951171875
2020-05-28,1374.864990234375
2020-05-29,1385.8077392578125
2020-06-01,1391.6151123046875
2020-06-02,1392.7191162109375
2020-06-03,1398.95849609375
2020-06-04,1405.965576171875
2020-06-05,1409.3251953125
2020-06-08,1457.656494140625
2020-06-09,1427.035400390625
2020-06-10,1430.970947265625
2020-06-11,1433.2747802734375
2020-06-12,1390.079345703125
2020-06-15,1374.625
2020-06-16,1387.4876708984375
2020-06-17,1405.245849609375
2020-06-18,1443.6895751953125
2020-06-19,1507.2830810546875
2020-06-22,1566.2210693359375
2020-06-23,1588.3465576171875
2020-06-24,1559.6456298828125
2020-06-25,1555.7099609375
2020-06-26,1568.9566650390625
2020-06-29,1598.32958984375
2020-06-30,1602.21728515625
2020-07-01,1604.9530029296875
2020-07-02,1599.865234375
2020-07-03,1635.1416015625
2020-07-06,1709.9659423828125
2020-07-07,1726.860107421875
2020-07-08,1691.9197998046875
2020-07-09,1689.6160888671875
2020-07-10,1688.9442138671875
2020-07-13,1684.6246337890625
2020-07-14,1610.6641845703125
2020-07-15,1557.341796875
2020-07-16,1516.0181884765625
2020-07-17,1506.899169921875
2020-07-20,1519.1859130859375
2020-07-21,1503.0115966796875
2020-07-22,1500.8516845703125
2020-07-23,1509.1070556640625
2020-07-24,1511.1226806640625
2020-07-27,1480.7899169921875
2020-07-28,1434.4266357421875
2020-07-29,1411.3890380859375
2020-07-30,1432.1707763671875
2020-07-31,1411.052978515625
2020-08-03,1414.076904296875
2020-08-04,1418.7803955078125
2020-08-05,1419.3563232421875
2020-08-06,1404.09375
2020-08-07,1400.5902099609375
2020-08-10,1419.8363037109375
2020-08-11,1447.241455078125
2020-08-12,1435.194580078125
2020-08-13,1444.8896484375
2020-08-14,1444.505615234375
2020-08-17,1457.800048828125
2020-08-18,1484.8695068359375
2020-08-19,1521.921630859375
2020-08-20,1525.47314453125
2020-08-21,1550.7186279296875
2020-08-24,1550.0947265625
2020-08-25,1556.429931640625
2020-08-26,1595.2099609375
2020-08-27,1593.578125
2020-08-28,1586.0428466796875
2020-08-31,1560.26953125
2020-09-01,1538.52783203125
2020-09-02,1557.533935546875
2020-09-03,1580.6676025390625
2020-09-04,1567.996826171875
2020-09-07,1541.023681640625
2020-09-08,1515.346435546875
2020-09-09,1462.2156982421875
2020-09-10,1499.699951171875
2020-09-11,1483.1414794921875
2020-09-14,1549.90283203125
2020-09-15,1536.1761474609375
2020-09-16,1510.9306640625
2020-09-17,1495.956298828125
2020-09-18,1490.436767578125
2020-09-21,1453.5286865234375
2020-09-22,1429.9630126953125
