ds,y
2020-01-01,121.1756244805346
2020-01-02,122.74164190198977
2020-01-03,121.2602820879826
2020-01-06,121.89515267483068
2020-01-07,123.63047981374116
2020-01-08,124.30765099354812
2020-01-09,128.32851397172217
2020-01-10,135.1004537367874
2020-01-13,141.78772843948744
2020-01-14,144.0309789124402
2020-01-15,144.15793064230692
2020-01-16,148.30577030299662
2020-01-17,151.8610442268919
2020-01-20,143.81932756308132
2020-01-21,141.99939089394948
2020-01-22,140.17943056787513
2020-01-23,140.05244235388437
2020-01-24,143.81932262762015
2020-01-27,142.76124085078027
2020-01-28,146.4858160356759
2020-01-29,147.54390912315057
2020-01-30,143.73471430873596
2020-01-31,144.53886479152902
2020-02-03,138.69806553155846
2020-02-04,148.68668889146326
2020-02-05,157.19393978508432
2020-02-06,162.4422026658808
2020-02-07,168.45231875646974
2020-02-10,179.45674847203438
2020-02-11,186.69426294229075
2020-02-12,181.9228972668068
2020-02-13,182.1888073789572
2020-02-14,182.45470256377524
2020-02-17,178.68773228952443
2020-02-18,177.44685991594227
2020-02-19,184.493302286641
2020-02-20,179.6183987295667
2020-02-24,177.26956684408668
2020-02-25,169.5140442293095
2020-02-26,165.30386584891642
2020-02-27,165.79137273006586
2020-02-28,161.35962114290822
2020-03-02,147.17806141306608
2020-03-03,148.90643550423033
2020-03-04,139.95430331914756
2020-03-05,145.05083903079563
2020-03-06,134.94645580347034
2020-03-09,110.08439173060326
2020-03-11,89.60976270197064
2020-03-12,95.32671356201172
2020-03-13,85.79847205226584
2020-03-16,78.5747299194336
2020-03-17,72.68051767745715
2020-03-18,70.37602233886719
2020-03-19,66.87493896484375
2020-03-20,63.5511391099005
2020-03-23,60.670501708984375
2020-03-24,57.65692901611328
2020-03-25,54.776298208525546
2020-03-26,55.83990785675377
2020-03-27,55.70695490778738
2020-03-30,53.31382571199976
2020-03-31,53.35814326349678
2020-04-01,53.44677077697254
2020-04-03,54.554710525164495
2020-04-07,55.308103277420585
2020-04-08,56.77058118657916
2020-04-09,58.23304974085486
2020-04-13,58.98645431110858
2020-04-15,59.47393927502713
2020-04-16,58.80918067715238
2020-04-17,59.51825390492582
2020-04-20,60.31597541212658
2020-04-21,59.42962646484375
2020-04-22,56.68194437493656
2020-04-23,56.99216818837788
2020-04-24,57.52398233677794
