Date,Open,High,Low,Close,Volume,Stock,MA_7_Close,MA_30_Close,Lag_1_Close
2020-02-11,24.435508817111767,25.503983084810898,24.11032284568748,25.318161010742188,72942,LTFOODS.BO,24.681057248796737,24.083995246887206,24.11031913757324
2020-02-12,25.45752637372951,27.315740003521896,24.714241630664805,26.29372215270996,441217,LTFOODS.BO,25.085882459368026,24.255880037943523,25.318161010742188
2020-02-13,26.52599921786368,28.523580314813,25.31816105089349,27.08346366882324,247878,LTFOODS.BO,25.54380008152553,24.416925303141277,26.29372215270996
2020-02-14,26.944097631989543,27.40865103943764,26.06144544898592,26.29372215270996,84052,LTFOODS.BO,25.769440514700754,24.553194363911945,27.08346366882324
2020-02-17,26.340171539302887,26.479537169982027,25.782707244456184,26.107894897460938,48647,LTFOODS.BO,25.782712936401367,24.721981938680013,26.29372215270996
2020-02-18,25.55043771726276,25.78271442378333,25.178795341255974,25.318161010742188,36120,LTFOODS.BO,25.789349147251674,24.859799575805663,26.107894897460938
2020-02-19,26.014986939826528,26.47954027803772,25.45752257954703,25.73625564575196,58043,LTFOODS.BO,26.021625791277206,24.974389457702635,25.318161010742188
2020-02-20,25.830873489379883,26.209349280562705,25.7362563462905,25.830873489379883,23264,LTFOODS.BO,26.09487043108259,25.102972730000815,25.73625564575196
2020-02-24,25.40509154774057,25.6416380206158,24.790071079206257,24.979307174682617,41554,LTFOODS.BO,25.90709686279297,25.192330996195476,25.830873489379883
2020-02-25,25.07392180000632,25.45239573038596,24.7900668033981,25.02661323547364,29677,LTFOODS.BO,25.61326108660017,25.272426541646322,24.979307174682617
2020-02-26,24.79007218146267,25.26316514824855,23.654648339293978,24.884689331054688,79729,LTFOODS.BO,25.411970683506556,25.347791290283205,25.02661323547364
2020-02-27,24.97930916838178,24.97930916838178,23.98581462489357,24.17505073547364,41401,LTFOODS.BO,25.13585008893694,25.396404266357422,24.884689331054688
2020-02-28,23.84388326388948,24.12773828655469,22.51922167890189,22.89769744873047,101455,LTFOODS.BO,24.790069580078125,25.39314785003662,24.17505073547364
2020-03-02,23.654646622965643,24.837378954113923,22.99231579564008,23.276172637939453,58169,LTFOODS.BO,24.438629150390625,25.329727172851562,22.89769744873047
2020-03-03,24.222358605235232,24.36428612463163,23.18155378848446,23.749265670776367,44483,LTFOODS.BO,24.14125660487584,25.296012751261394,23.276172637939453
2020-03-04,23.607337076928488,23.70195421574885,21.667655051104973,21.90420150756836,38249,LTFOODS.BO,23.701955795288086,25.162083625793457,23.749265670776367
2020-03-05,19.254881842355392,22.47191327683469,19.254881842355392,22.235366821289062,30205,LTFOODS.BO,23.303206307547434,25.009771410624186,21.90420150756836
2020-03-06,21.241873786911025,21.809583872723547,20.15375857812221,21.47842025756836,80186,LTFOODS.BO,22.81659643990653,24.843067296346028,22.235366821289062
2020-03-09,21.00532605768464,21.00532605768464,19.25488191875988,19.49142837524414,95104,LTFOODS.BO,22.147507531302317,24.608581670125325,21.47842025756836
2020-03-11,19.444120344246382,20.24837875415165,18.45062582917347,18.97102737426757,48220,LTFOODS.BO,21.586554663521902,24.369137573242188,19.49142837524414
2020-03-12,18.11945830123855,18.11945830123855,15.186281864435296,15.37551975250244,209684,LTFOODS.BO,20.45788996560233,23.994357840220133,18.97102737426757
2020-03-13,12.584273339440813,16.65287311266121,12.300417373429482,15.848614692687988,200816,LTFOODS.BO,19.329225540161133,23.64773610432943,15.37551975250244
2020-03-16,16.085161209106445,16.842109250005333,15.801306144945984,16.085161209106445,78590,LTFOODS.BO,18.497934068952286,23.352357610066733,15.848614692687988
2020-03-17,16.510944455631563,17.45713034295242,16.369015128768346,16.984037399291992,56674,LTFOODS.BO,17.747744151524135,23.093135579427084,16.085161209106445
2020-03-18,17.220581860881882,17.457128305098905,15.801303195579733,16.179777145385742,25573,LTFOODS.BO,16.990795135498047,22.85046329498291,16.984037399291992
2020-03-19,16.085162476857306,16.51094691136265,14.47664640964224,15.422831535339355,67268,LTFOODS.BO,16.409567015511648,22.5686230023702,16.179777145385742
2020-03-20,16.037849270987333,16.51094214854205,14.476642233644938,15.564756393432615,81907,LTFOODS.BO,15.92295687539237,22.263640244801838,15.422831535339355
2020-03-23,15.328213503103816,16.274399477253272,13.577769089986017,13.908933639526367,33903,LTFOODS.BO,15.713444573538643,21.860105101267497,15.564756393432615
2020-03-24,14.855119901101736,15.044356919122448,13.246603894395763,14.523955345153809,24834,LTFOODS.BO,15.524207523890905,21.501846694946288,13.908933639526367
2020-03-25,14.42933453830488,15.23359288990576,14.382025064266031,14.760499954223633,82336,LTFOODS.BO,15.334970201764788,21.190186055501304,14.523955345153809
2020-03-26,15.138975228836289,17.362512576512913,14.807809784764196,15.848614692687988,135388,LTFOODS.BO,15.172766957964216,20.87453451156616,14.760499954223633
2020-03-27,18.63986397238727,18.63986397238727,15.706687160858944,15.848614692687988,43500,LTFOODS.BO,15.12545803615025,20.526364262898763,15.848614692687988
2020-03-30,16.747486810059463,17.64636209920022,14.523950160574993,17.173269271850586,108767,LTFOODS.BO,15.375520569937569,20.196024449666343,15.848614692687988
2020-03-31,17.977533435821535,19.34950381464841,17.977533435821535,18.92371940612793,90321,LTFOODS.BO,15.855372428894043,19.95035769144694,17.173269271850586
2020-04-01,21.667660542989324,22.18806396193395,20.106453895568848,20.81609344482422,215209,LTFOODS.BO,16.842109543936594,19.77396430969238,18.92371940612793
2020-04-03,22.04613104777091,22.04613104777091,19.68066626561925,19.82259559631348,127775,LTFOODS.BO,17.599058151245117,19.59077879587809,20.81609344482422
2020-04-07,21.573036480477253,21.76227437080152,18.78178932878517,20.910707473754883,135176,LTFOODS.BO,18.477659225463867,19.429927190144856,19.82259559631348
2020-04-08,20.626850730473585,21.525728006472534,19.964521720790508,20.57954216003418,51710,LTFOODS.BO,19.15350600651332,19.2548828125,20.910707473754883
2020-04-09,22.61384003973273,22.61384003973273,21.620345681250864,21.8095817565918,126755,LTFOODS.BO,20.005072729928152,19.14922529856364,20.57954216003418
2020-04-13,22.51922464808436,22.51922464808436,21.289183648077994,21.52573013305664,59200,LTFOODS.BO,20.62685285295759,19.03252919514974,21.8095817565918
2020-04-15,21.667656460023213,22.37729587555698,21.052635994168547,21.147254943847656,62677,LTFOODS.BO,20.94450078691755,18.907948048909507,21.52573013305664
2020-04-16,22.1880623849106,23.134248383333965,20.43761792688605,22.04613304138184,142061,LTFOODS.BO,21.120220729282924,18.83698412577311,21.147254943847656
2020-04-17,23.51271931199846,23.51271931199846,22.519223062228583,22.613842010498047,60601,LTFOODS.BO,21.518970217023575,18.82752227783203,22.04613304138184
2020-04-20,22.661154109655,22.89770059595742,22.09344218158788,22.47191619873047,33393,LTFOODS.BO,21.742000034877233,18.800713729858398,22.613842010498047
2020-04-21,22.32998356335637,22.32998356335637,20.24837423785897,20.9580135345459,39087,LTFOODS.BO,21.79606737409319,18.70767199198405,22.47191619873047
2020-04-22,20.29568665408249,21.38379999113798,20.011829823955253,21.099943161010746,29252,LTFOODS.BO,21.694690431867325,18.68086338043213,20.9580135345459
2020-04-23,22.89769800416992,22.89769800416992,20.532233408892296,21.241872787475582,14182,LTFOODS.BO,21.654139382498606,18.647746912638347,21.099943161010746
2020-04-24,20.91071162171012,20.91071162171012,20.153761714966908,20.721473693847656,22255,LTFOODS.BO,21.593313489641464,18.622515360514324,21.241872787475582
2020-04-27,20.721473656361155,21.24187705468816,19.68066866441377,19.775287628173828,27134,LTFOODS.BO,21.26890700204032,18.631977335611978,20.721473693847656
2020-04-28,21.38380544516985,21.38380544516985,20.15376247696986,20.81609344482422,37738,LTFOODS.BO,21.01208577837263,18.693479537963867,19.775287628173828
2020-04-29,20.816086036149724,21.2418703360443,20.816086036149724,20.9580135345459,18428,LTFOODS.BO,20.795813969203405,18.879562664031983,20.81609344482422
2020-04-30,21.66765636659149,21.66765636659149,20.626851534022013,20.674161911010746,19277,LTFOODS.BO,20.75526373726981,19.040414237976073,20.9580135345459
2020-05-04,20.437613173480425,21.47841789061578,19.58604633389919,20.86339569091797,124191,LTFOODS.BO,20.72147124154227,19.199688720703126,20.674161911010746
2020-05-05,20.910708080826616,21.052635600337062,19.964522211148545,20.059141159057617,17642,LTFOODS.BO,20.552509580339706,19.302192179361978,20.86339569091797
2020-05-06,20.05914146313998,20.10645003545852,19.633357093447728,19.869903564453125,28225,LTFOODS.BO,20.430856704711914,19.425196393330893,20.059141159057617
2020-05-07,19.869904483657287,19.91721305816437,19.160265037812383,19.633358001708984,8290,LTFOODS.BO,20.410581043788365,19.565547275543214,19.869903564453125
2020-05-08,19.869905042368632,19.917213618205963,18.829100131588977,19.112957000732425,17581,LTFOODS.BO,20.167275837489537,19.68382062911987,19.633358001708984
2020-05-11,19.34950559386959,20.34300023216229,19.06564869385262,19.254886627197266,36741,LTFOODS.BO,19.92397199358259,19.862019062042236,19.112957000732425
2020-05-12,19.20757133998462,19.39680922503821,18.92371631711045,19.34950065612793,9232,LTFOODS.BO,19.734734671456472,20.022870572408042,19.254886627197266
2020-05-13,18.971029310749767,20.201072241076105,18.971029310749767,19.91721534729004,37575,LTFOODS.BO,19.599566050938197,20.194761085510255,19.34950065612793
2020-05-14,19.680665665766263,20.248377557120484,19.5387381441043,19.869903564453125,21452,LTFOODS.BO,19.572532108851842,20.328804047902427,19.91721534729004
2020-05-15,20.34299619807851,20.72147018500847,19.72797574372903,20.059141159057617,27235,LTFOODS.BO,19.599566050938197,20.469154930114748,19.869903564453125
2020-05-18,20.15375880663168,20.62685175331042,19.444119386613576,20.011831283569336,30996,LTFOODS.BO,19.653633662632533,20.563773663838706,20.059141159057617
2020-05-19,20.011832333855622,20.011832333855622,19.44412040710449,19.44412040710449,8263,LTFOODS.BO,19.700942720685685,20.581120363871257,20.011831283569336
2020-05-20,19.53873613130879,19.68066363835,19.11295361018515,19.39680862426757,15648,LTFOODS.BO,19.72121729169573,20.5338108698527,19.44412040710449
2020-05-21,18.9710247072939,20.01182945587076,18.9710247072939,19.6806640625,50472,LTFOODS.BO,19.768526349748885,20.529079818725585,19.39680862426757
2020-05-22,19.5387381441043,20.10645003545852,19.44411919476088,19.869903564453125,17125,LTFOODS.BO,19.761767523629324,20.494386355082195,19.6806640625
2020-05-26,20.81609344482422,21.24187789626012,20.48492796089704,20.81609344482422,66458,LTFOODS.BO,19.89693750653948,20.50227139790853,19.869903564453125
2020-05-27,21.19456210438649,21.24187247842748,20.721469192213995,21.099943161010746,39410,LTFOODS.BO,20.045623506818497,20.478616778055827,20.81609344482422
2020-05-28,21.383801746655497,23.181554599557447,21.19456384436839,23.039627075195312,215399,LTFOODS.BO,20.478165762765066,20.52908000946045,21.099943161010746
2020-05-29,24.458907341183345,25.31047434125628,24.222360852012724,24.83738136291504,456458,LTFOODS.BO,21.248631613595144,20.652084223429362,23.039627075195312
2020-06-01,25.073927852085657,25.78356731959752,24.55352629779289,24.83738136291504,136006,LTFOODS.BO,22.025856290544784,20.745125834147135,24.83738136291504
2020-06-02,24.93199871249412,25.263164136928506,24.55352471515755,24.64814186096192,40550,LTFOODS.BO,22.735495976039342,20.812935829162598,24.83738136291504
2020-06-03,24.742760842520767,27.108225584725552,24.600833318929755,26.729751586914062,288680,LTFOODS.BO,23.71547426496233,20.954863675435384,24.64814186096192
2020-06-04,28.19633622182864,28.19633622182864,25.73625457654498,26.303964614868164,89592,LTFOODS.BO,24.499455860682897,21.13306204477946,26.729751586914062
