Date,Open,High,Low,Close,Volume,Stock,MA_7_Close,MA_30_Close,Lag_1_Close
2023-08-03,4684.89990234375,4684.89990234375,4684.89990234375,4684.89990234375,3304,PTCIL.BO,4017.371407645089,3887.7666585286456,3916.89990234375
2023-08-04,4845.0,4914.0,4617.7998046875,4802.14990234375,1569,PTCIL.BO,4134.392822265625,3962.801652018229,4684.89990234375
2023-08-07,4850.0,4924.35009765625,4765.5498046875,4777.85009765625,963,PTCIL.BO,4261.392822265625,4032.793318684896,4802.14990234375
2023-08-08,4843.85009765625,4850.0,4546.89990234375,4583.64990234375,1284,PTCIL.BO,4359.885672433035,4091.478312174479,4777.85009765625
2023-08-09,4472.0,4769.4501953125,4472.0,4488.85009765625,965,PTCIL.BO,4448.12140764509,4140.583317057291,4583.64990234375
2023-08-10,4544.9501953125,4690.0,4495.2001953125,4551.4501953125,450,PTCIL.BO,4543.678571428572,4190.274991861979,4488.85009765625
2023-08-11,4671.7998046875,5006.5498046875,4670.0,5006.5498046875,9917,PTCIL.BO,4699.342843191965,4234.733317057292,4551.4501953125
2023-08-14,5200.0,5507.2001953125,5150.0,5489.64990234375,11561,PTCIL.BO,4814.30712890625,4295.709977213542,5006.5498046875
2023-08-16,5490.0,6038.60009765625,5401.2998046875,6032.75,6326,PTCIL.BO,4990.107142857143,4380.413313802083,5489.64990234375
2023-08-17,6199.0,6334.35009765625,6032.75,6180.0,4342,PTCIL.BO,5190.414271763393,4462.119978841146,6032.75
2023-08-18,6295.0,6295.0,5871.0,5871.0,2772,PTCIL.BO,5374.321428571428,4533.261645507812,6180.0
2023-08-21,5685.0,5720.0,5577.4501953125,5577.4501953125,2527,PTCIL.BO,5529.835728236607,4584.959985351563,5871.0
2023-08-22,5382.7998046875,5856.2998046875,5382.7998046875,5856.2998046875,1292,PTCIL.BO,5716.242815290178,4639.768318684896,5577.4501953125
2023-08-23,6149.10009765625,6149.10009765625,5800.0,5886.39990234375,7514,PTCIL.BO,5841.935686383928,4687.469978841146,5856.2998046875
2023-08-24,6000.0,6015.0,5857.14990234375,5899.64990234375,832,PTCIL.BO,5900.507114955357,4733.101635742188,5886.39990234375
2023-08-25,5806.0,5989.0498046875,5806.0,5917.5,424,PTCIL.BO,5884.042829241072,4779.758308919271,5899.64990234375
2023-08-28,6012.2001953125,6150.0,5756.0,5876.2001953125,972,PTCIL.BO,5840.642857142857,4822.596655273437,5917.5
2023-08-29,5995.89990234375,6012.5498046875,5833.10009765625,5873.60009765625,166,PTCIL.BO,5841.014299665178,4865.433325195312,5876.2001953125
2023-08-30,6000.0,6000.0,5690.0,5793.75,890,PTCIL.BO,5871.914271763393,4905.231665039062,5873.60009765625
2023-08-31,5781.2001953125,6052.14990234375,5723.89990234375,5960.89990234375,2326,PTCIL.BO,5886.857142857143,4950.773331705729,5793.75
2023-09-01,5880.14990234375,6200.0,5880.14990234375,5963.4501953125,549,PTCIL.BO,5897.864327566965,5020.566674804688,5960.89990234375
2023-09-04,6005.0,6087.35009765625,5839.4501953125,5872.2998046875,533,PTCIL.BO,5893.957170758928,5080.8733317057295,5963.4501953125
2023-09-05,5978.9501953125,6049.9501953125,5823.25,5863.5,1015,PTCIL.BO,5886.242885044643,5142.569995117187,5872.2998046875
2023-09-06,5984.9501953125,5992.0,5791.85009765625,5807.5498046875,109,PTCIL.BO,5876.435686383928,5201.801652018229,5863.5
2023-09-07,5829.9501953125,5854.39990234375,5690.64990234375,5762.10009765625,647,PTCIL.BO,5860.507114955357,5261.104988606771,5807.5498046875
2023-09-08,5839.5,6050.2001953125,5650.0,6050.2001953125,2250,PTCIL.BO,5897.142857142857,5333.149991861979,5762.10009765625
2023-09-11,5961.25,6193.0,5871.5498046875,5925.60009765625,999,PTCIL.BO,5892.100027901785,5400.863330078125,6050.2001953125
2023-09-12,5989.10009765625,5989.10009765625,5629.35009765625,5637.39990234375,2510,PTCIL.BO,5845.521414620535,5459.736661783854,5925.60009765625
2023-09-13,5407.4501953125,5720.10009765625,5355.60009765625,5632.2998046875,1119,PTCIL.BO,5811.235700334822,5518.061653645834,5637.39990234375
2023-09-14,5690.89990234375,5913.89990234375,5624.2998046875,5905.85009765625,1373,PTCIL.BO,5817.285714285715,5584.359993489584,5632.2998046875
2023-09-15,5999.85009765625,6036.2998046875,5842.7001953125,5893.0498046875,1004,PTCIL.BO,5829.5,5624.631656901041,5905.85009765625
2023-09-18,5914.75,5914.75,5700.0,5788.5,715,PTCIL.BO,5833.271414620535,5657.509993489583,5893.0498046875
2023-09-20,5750.0,5849.0,5657.4501953125,5742.5,511,PTCIL.BO,5789.314243861607,5689.664990234375,5788.5
2023-09-21,5767.10009765625,5767.10009765625,5455.39990234375,5569.64990234375,713,PTCIL.BO,5738.464215959822,5722.531656901042,5742.5
2023-09-22,5665.14990234375,5665.14990234375,5455.0,5537.14990234375,212,PTCIL.BO,5724.142787388393,5757.474983723959,5569.64990234375
2023-09-25,5599.9501953125,5695.0,5388.5,5439.39990234375,445,PTCIL.BO,5696.585658482143,5787.073307291666,5537.14990234375
2023-09-26,5523.89990234375,5523.89990234375,5399.4501953125,5446.25,433,PTCIL.BO,5630.928501674107,5801.72998046875,5439.39990234375
2023-09-27,5530.0,5718.5498046875,5440.25,5690.60009765625,811,PTCIL.BO,5602.007114955357,5808.4283203125,5446.25
2023-09-28,5749.9501953125,5975.10009765625,5716.0498046875,5963.10009765625,1195,PTCIL.BO,5626.949986049107,5806.106656901042,5690.60009765625
2023-09-29,6082.39990234375,6135.0,5711.0,5862.5,417,PTCIL.BO,5644.092843191965,5795.523323567709,5963.10009765625
