Date,Open,High,Low,Close,Volume,Stock,MA_7_Close,MA_30_Close,Lag_1_Close
2020-02-11,794.3964770677522,804.5638075898,788.0082766191726,797.7727661132812,38900,SRF.BO,760.8238961356027,700.0549682617187,792.8715209960938
2020-02-12,796.123130286013,802.7223242904561,794.4253549969935,799.0870361328125,43950,SRF.BO,772.0306570870536,704.8930318196615,797.7727661132812
2020-02-13,799.9598921919159,800.0462445583369,790.368046961797,796.008056640625,56585,SRF.BO,783.9836164202009,709.4585489908854,799.0870361328125
2020-02-14,794.2048111460707,811.4701331275071,794.2048111460707,804.1515502929688,73605,SRF.BO,790.4958234514509,714.3674763997395,796.008056640625
2020-02-17,804.1802151008284,808.6979361045728,794.6267175112052,796.5546875,30140,SRF.BO,795.4105747767857,719.310380045573,804.1515502929688
2020-02-18,798.2332797271603,800.0077474725546,791.3271402489211,798.7224731445312,46985,SRF.BO,797.8811558314732,724.265946451823,796.5546875
2020-02-19,800.9190833397495,800.9286845520953,795.135172517037,798.3964233398438,24825,SRF.BO,798.670427594866,728.8949055989583,798.7224731445312
2020-02-20,799.7679071732505,817.0140817654691,797.0438563771273,799.4801635742188,69580,SRF.BO,798.9143415178571,733.3859598795573,798.3964233398438
2020-02-24,797.0821984799824,798.050984044929,777.418919215434,779.087890625,40815,SRF.BO,796.0573207310268,737.1671529134114,799.4801635742188
2020-02-25,783.5097470242105,793.034499553477,775.0209885743684,790.0513916015625,112185,SRF.BO,795.2063685825893,741.0716044108073,779.087890625
2020-02-26,787.0395872225394,798.6936423101972,786.7230399849086,791.6820068359375,25400,SRF.BO,793.4250052315848,745.0110717773438,790.0513916015625
2020-02-27,790.3679666824968,800.1516595322637,785.3610520820464,795.8640747070312,131555,SRF.BO,793.3263462611607,748.8994222005208,791.6820068359375
2020-02-28,790.3679870341917,790.3679870341917,738.1883295211414,749.0271606445312,95245,SRF.BO,786.2270159040179,751.2186177571615,795.8640747070312
2020-03-02,762.091335142504,771.0596873585259,744.749261910004,749.5355834960938,67295,SRF.BO,779.2468959263393,753.2257080078125,749.0271606445312
2020-03-03,748.1637878439029,768.2970578446165,743.4733623541757,766.8870849609375,47115,SRF.BO,774.5907418387277,755.885996500651,749.5355834960938
2020-03-04,765.4195926995592,768.2108522439352,746.5428496795088,764.29736328125,122975,SRF.BO,772.4778093610491,758.469472249349,766.8870849609375
2020-03-05,763.5108996786912,766.5994458200003,750.5043595585872,753.3435668945312,19905,SRF.BO,767.2338344029018,760.7049397786458,764.29736328125
2020-03-06,737.9966338513365,751.0415206259707,717.844156606456,746.4949951171875,68810,SRF.BO,760.778547014509,762.5311096191406,753.3435668945312
2020-03-09,740.1067582406829,740.1067582406829,707.8781815238546,714.6212768554688,50235,SRF.BO,749.1724330357143,763.1258626302083,746.4949951171875
2020-03-11,707.8782172613525,720.2325192867763,699.3606535408682,713.3455810546875,40105,SRF.BO,744.0750645228794,763.607080078125,714.6212768554688
2020-03-12,705.5665822908771,705.5665822908771,642.011005235619,645.8956909179688,84230,SRF.BO,729.2693655831473,761.2677734375,713.3455810546875
2020-03-13,633.0617784728197,689.3467186608532,581.4576633909518,684.6658935546875,119415,SRF.BO,717.5234810965402,760.1894246419271,645.8956909179688
2020-03-16,664.5229083771163,664.5229083771163,599.8643168688648,602.655517578125,111865,SRF.BO,694.4317888532366,756.1672220865886,684.6658935546875
2020-03-17,617.3885910056925,644.4280009642155,596.5743368375404,620.6498413085938,93255,SRF.BO,675.4755423409598,752.8757527669271,602.655517578125
2020-03-18,633.0521870790441,639.7089300431396,563.5113088197662,566.4464111328125,98820,SRF.BO,649.7543160574777,747.7359761555989,620.6498413085938
